call_time,hour,day_of_week,is_weekend,month,time_since_last_call,customer_id,customer_age,occupation,city,gender,loan_amount,days_overdue,loan_type,payment_history,last_call_outcome,num_prev_calls,time_since_last_answered_call,call_answered
2024-02-21 22:34:21.977730,22,2,0,2,12.79,87818303,25,Salaried,Tier-2,Female,62118.91,13,MHF Loan,0.0,Not Answered,0,15.58,0
2024-09-12 07:39:11.398053,7,3,0,9,32.63,53477440,18,Salaried,Metro,Female,51479.25,0,MHF Loan,1.0,Not Answered,4,14.0,0
2024-06-15 04:38:19.812416,4,5,1,6,34.07,78905409,33,Self-Employed,Tier-3,Male,34510.66,24,MHF Loan,1.0,Answered,4,0.03,1
2024-02-13 07:58:20.664154,7,1,0,2,31.52,71565385,21,Homemaker,Metro,Female,18127.0,19,MHF Loan,0.0,Not Answered,6,2.77,0
2024-03-30 06:48:48.971068,6,5,1,3,49.63,67895370,62,Salaried,Metro,Female,39942.76,7,MHF Loan,1.0,Answered,2,0.03,1
2024-10-02 18:43:05.876294,18,2,0,10,41.87,31195213,30,Homemaker,Tier-3,Female,30532.43,19,MHF Loan,0.0,Answered,2,0.03,1
2024-08-02 05:54:27.814185,5,4,0,8,217.55,50069582,34,Self-Employed,Metro,Female,73273.7,0,MHF Loan,0.0,Not Answered,1,6.18,0
2024-01-28 18:02:02.905166,18,6,1,1,47.87,41418834,43,Self-Employed,Tier-2,Male,58386.89,2,MHF Loan,1.0,Answered,0,0.01,1
2024-09-14 02:53:06.585065,2,5,1,9,122.77,98041940,55,Self-Employed,Tier-2,Male,94547.68,5,MHF Loan,2.0,Answered,4,0.02,1
2024-01-07 01:34:24.064795,1,6,1,1,2.93,62914646,58,Salaried,Tier-3,Female,38617.09,11,MHF Loan,0.0,Answered,2,0.01,1
2024-03-02 04:04:54.605372,4,5,1,3,,36962394,47,Self-Employed,Tier-2,,39074.38,5,MHF Loan,0.0,Answered,4,0.03,1
2024-04-13 12:21:06.626618,12,5,1,4,13.44,40108123,33,,Tier-2,Male,44820.78,11,MHF Loan,0.0,Answered,2,0.01,1
2024-08-04 19:12:52.721227,19,6,1,8,39.64,42991709,51,Salaried,Metro,Male,42392.04,4,MHF Loan,2.0,Answered,2,0.01,1
2024-06-10 02:43:28.601160,2,0,0,6,55.99,90439774,30,Self-Employed,Tier-2,Male,26662.34,1,MHF Loan,0.0,Not Answered,1,15.04,0
2024-07-26 19:50:56.427143,19,4,0,7,25.63,67108958,43,Self-Employed,Metro,Female,44335.02,33,MHF Loan,1.0,Voicemail,5,4.75,0
2024-11-25 01:09:03.716942,1,0,0,11,107.58,93847649,30,Salaried,Tier-2,Male,77931.9,36,MHF Loan,0.0,Voicemail,6,1.12,0
2024-01-31 14:07:09.306978,14,2,0,1,0.3,97517666,35,Student,Tier-2,Male,70609.16,3,MHF Loan,0.0,Answered,1,0.03,1
2024-01-12 23:34:48.905023,23,4,0,1,24.19,30933091,48,Self-Employed,Tier-2,,55889.71,14,MHF Loan,2.0,Not Answered,5,15.29,0
2024-12-20 14:53:35.461681,14,4,0,12,87.95,50069602,31,Self-Employed,Tier-3,Male,38425.92,46,MHF Loan,0.0,Answered,3,0.02,1
2024-05-29 01:13:29.417036,1,2,0,5,12.96,99352679,47,Self-Employed,Tier-2,Male,31873.94,12,MHF Loan,0.0,Busy,4,1.04,0
2024-02-23 09:08:52.025597,9,4,0,2,14.33,91488363,29,Self-Employed,Metro,Female,50669.14,3,MHF Loan,2.0,Answered,5,0.02,1
2024-10-27 08:10:56.782963,8,6,1,10,35.34,98566251,27,Retired,Metro,Female,52309.24,5,MHF Loan,1.0,Answered,2,0.01,1
2024-01-17 05:03:12.453944,5,2,0,1,7.8,71041131,35,Homemaker,Metro,Female,71609.26,2,MHF Loan,1.0,Not Answered,2,8.22,0
2024-03-21 19:30:17.610437,19,3,0,3,4.5,83361900,40,,Metro,Female,37767.77,18,MHF Loan,2.0,Not Answered,3,,0
2024-09-19 06:32:03.208425,6,3,0,9,60.79,39321708,22,Retired,Tier-3,Female,9597.05,35,MHF Loan,,Answered,8,0.01,1
2024-05-03 08:41:11.265446,8,4,0,5,47.93,73924718,39,Unemployed,Metro,Female,37564.13,7,MHF Loan,2.0,Not Answered,3,,0
2024-03-21 09:18:54.942133,9,3,0,3,,19398771,54,Retired,Tier-2,Male,33582.56,6,MHF Loan,,Answered,3,0.04,1
2024-01-13 00:39:55.329592,0,5,1,1,7.91,41681016,18,Retired,Tier-3,Male,69808.51,18,MHF Loan,1.0,Answered,3,0.04,1
2024-05-06 06:59:11.258837,6,0,0,5,23.41,72876153,43,Homemaker,Tier-3,,5000.0,1,MHF Loan,0.0,Not Answered,8,7.09,0
2024-01-23 13:57:11.471184,13,1,0,1,172.23,65011834,24,Salaried,Metro,Male,75992.65,6,MHF Loan,1.0,Answered,3,0.03,1
2024-07-10 09:50:33.638103,9,2,0,7,2.65,88866939,41,Salaried,Tier-3,Female,48062.53,11,MHF Loan,0.0,Answered,0,0.01,1
2024-07-13 21:51:18.886199,21,5,1,7,74.99,10223754,44,Self-Employed,Metro,Female,68696.79,1,MHF Loan,0.0,Answered,4,,1
2024-11-04 21:06:03.725899,21,0,0,11,37.13,67895439,20,Self-Employed,Tier-2,Male,41677.05,13,MHF Loan,0.0,Voicemail,3,4.35,0
2024-07-21 15:15:51.324296,15,6,1,7,18.03,47186065,38,Retired,Tier-2,Female,47873.88,3,MHF Loan,1.0,Answered,1,0.04,1
2024-08-17 23:44:10.443816,23,5,1,8,0.49,11010198,78,Homemaker,Metro,Female,68380.97,13,MHF Loan,2.0,Answered,1,0.03,1
2024-08-23 01:21:15.484542,1,4,0,8,47.39,96731286,34,Homemaker,Metro,Other,34947.21,3,MHF Loan,0.0,Not Answered,6,11.15,0
2024-04-01 04:39:01.946375,4,0,0,4,17.57,82051224,42,Salaried,Tier-2,Male,51982.65,23,MHF Loan,1.0,Voicemail,5,6.39,0
2024-11-25 04:03:46.956459,4,0,0,11,53.82,57409692,43,Salaried,Tier-3,Male,60425.39,16,MHF Loan,,Busy,5,18.18,0
2024-09-07 17:28:30.581037,17,5,1,9,160.78,19923101,44,Retired,Tier-2,Male,44808.88,0,MHF Loan,2.0,Answered,1,0.04,1
2024-01-13 21:39:17.531922,21,5,1,1,16.76,62128285,50,Student,Tier-2,Female,62897.81,7,MHF Loan,2.0,Answered,3,0.0,1
2024-06-13 03:49:50.554118,3,3,0,6,122.11,34341026,51,Salaried,Tier-2,Female,70431.47,4,MHF Loan,0.0,Answered,4,0.0,1
2024-10-02 19:38:11.973153,19,2,0,10,26.34,72876196,69,Self-Employed,Tier-2,Male,76315.38,0,MHF Loan,1.0,Answered,7,,1
2024-07-16 03:51:45.628017,3,1,0,7,47.84,92799141,28,Unemployed,Metro,Female,72863.98,2,MHF Loan,1.0,Not Answered,0,10.54,0
2024-02-03 05:19:10.653581,5,5,1,2,30.4,36700324,32,Self-Employed,Tier-3,Female,66133.22,2,MHF Loan,0.0,Answered,2,0.0,1
2024-07-03 05:11:51.704043,5,2,0,7,27.79,70254766,39,Salaried,Metro,Male,66536.79,2,MHF Loan,2.0,Not Answered,1,,0
2024-02-19 13:01:45.659428,13,0,0,2,4.1,90177712,32,Self-Employed,Tier-3,Male,66948.19,9,MHF Loan,0.0,Answered,1,0.02,1
2024-09-20 11:00:34.993022,11,4,0,9,4.5,75759795,31,Self-Employed,Tier-3,Male,17860.28,1,MHF Loan,2.0,Answered,2,0.04,1
2024-10-08 07:27:48.235108,7,1,0,10,130.63,71303347,43,Salaried,Metro,Other,39861.55,36,MHF Loan,3.0,Busy,4,16.81,0
2024-12-05 13:21:06.604914,13,3,0,12,103.51,85721269,29,Self-Employed,Metro,Female,87567.22,11,MHF Loan,0.0,Answered,3,0.03,1
2024-05-05 06:35:06.152019,6,6,1,5,,65798328,42,Salaried,Metro,Male,78134.55,5,MHF Loan,2.0,Not Answered,4,18.15,0
2024-08-02 12:03:04.038603,12,4,0,8,17.37,66846906,38,Retired,Tier-2,Female,69322.68,4,MHF Loan,2.0,Answered,5,,1
2024-05-02 23:35:22.546500,23,3,0,5,95.52,75497663,39,,Tier-2,Female,55831.52,24,MHF Loan,0.0,Voicemail,3,6.14,0
2024-02-08 10:16:12.863812,10,3,0,2,61.85,83886273,25,Self-Employed,Metro,Male,90581.49,0,MHF Loan,0.0,Answered,2,0.0,1
2024-03-20 08:18:18.472197,8,2,0,3,21.51,85721281,34,Homemaker,Tier-3,Female,77147.84,16,MHF Loan,0.0,Not Answered,8,13.64,0
2024-09-25 01:55:52.805150,1,2,0,9,42.23,65011907,37,Salaried,Tier-2,Female,38715.6,0,MHF Loan,1.0,Not Answered,6,17.98,0
2024-06-10 05:44:54.014365,5,0,0,6,12.92,60293318,54,Unemployed,Tier-2,Female,44107.15,17,MHF Loan,0.0,Answered,3,0.02,1
2024-09-09 06:10:25.070886,6,0,0,9,82.9,81789129,35,Unemployed,Tier-3,Female,66682.2,2,MHF Loan,0.0,Answered,2,0.01,1
2024-06-01 03:36:10.665426,3,5,1,6,2.04,99352778,47,Salaried,Tier-2,Male,68218.27,0,MHF Loan,0.0,Answered,2,0.02,1
2024-03-15 12:05:36.160510,12,4,0,3,1.65,68681936,20,Salaried,Tier-3,Male,65948.49,2,MHF Loan,2.0,Answered,0,0.01,1
2024-09-27 21:39:57.529037,21,4,0,9,15.14,81526993,51,Unemployed,Metro,Female,87540.1,4,MHF Loan,0.0,Answered,2,0.03,1
2024-08-27 08:43:13.619115,8,1,0,8,9.54,88867026,44,Salaried,Tier-3,,13857.71,2,MHF Loan,2.0,Voicemail,3,2.13,0
2024-05-10 07:27:24.861068,7,4,0,5,87.09,93585618,44,Retired,Tier-2,Male,84018.58,0,MHF Loan,0.0,Answered,0,,1
2024-12-12 22:42:29.199617,22,3,0,12,150.48,28836052,31,Salaried,Tier-2,Female,47333.28,12,MHF Loan,1.0,Busy,3,1.51,0
2024-01-01 21:52:26.587169,21,0,0,1,48.93,17301718,26,Self-Employed,Metro,Male,38526.82,7,MHF Loan,2.0,Busy,1,,0
2024-02-07 04:04:01.834537,4,2,0,2,,87818454,32,Self-Employed,Tier-2,Female,55453.46,2,MHF Loan,1.0,Not Answered,0,2.26,0
2024-06-04 21:52:25.455101,21,1,0,6,102.84,72351964,34,Self-Employed,Metro,Female,55336.76,20,MHF Loan,1.0,Not Answered,3,9.69,0
2024-08-25 19:29:22.326722,19,6,1,8,9.72,13369570,49,Self-Employed,Metro,Female,72855.51,6,MHF Loan,0.0,Answered,2,0.03,1
2024-05-30 00:43:45.792442,0,3,0,5,126.81,16253154,28,Salaried,Metro,Male,44125.02,2,MHF Loan,0.0,Busy,2,15.04,0
2024-07-25 11:57:45.757786,11,3,0,7,254.68,39321830,36,Self-Employed,Tier-3,Female,71774.23,1,MHF Loan,2.0,Answered,6,0.04,1
2024-09-26 01:50:28.308793,1,3,0,9,45.32,33554662,31,Salaried,Metro,Male,85254.91,8,MHF Loan,0.0,Not Answered,4,1.01,0
2024-02-12 23:42:47.876243,23,0,0,2,15.27,55574760,35,Student,Metro,Female,60641.56,5,MHF Loan,0.0,Voicemail,5,10.5,0
2024-06-28 03:02:45.421981,3,4,0,6,49.62,40108265,64,Salaried,Metro,Female,60779.63,17,MHF Loan,0.0,Not Answered,4,,0
2024-09-23 18:40:11.026265,18,0,0,9,6.12,88604904,18,Unemployed,Metro,Male,41853.86,26,MHF Loan,0.0,Voicemail,4,1.09,0
2024-07-17 08:11:27.617974,8,2,0,7,31.22,33030376,38,Salaried,Tier-3,Female,68652.48,40,MHF Loan,2.0,Not Answered,5,4.29,0
2024-04-23 14:06:15.977474,14,1,0,4,31.43,69992681,39,Salaried,Metro,Female,43139.39,0,MHF Loan,1.0,Answered,0,0.02,1
2024-09-13 02:55:55.432945,2,4,0,9,10.6,12583149,19,Unemployed,Metro,Male,55762.77,20,MHF Loan,1.0,Not Answered,2,0.88,0
2024-01-06 22:08:22.012483,22,5,1,1,5.46,21496047,49,Retired,Metro,Male,67579.11,1,MHF Loan,1.0,Answered,4,0.03,1
2024-09-09 08:58:10.065878,8,0,0,9,11.4,18350322,30,Salaried,Tier-2,Female,5000.0,3,MHF Loan,0.0,Busy,4,1.49,0
2024-06-26 04:42:33.130521,4,2,0,6,58.74,35913971,62,Retired,Tier-3,Female,65493.1,25,MHF Loan,1.0,Answered,4,0.02,1
2024-07-15 01:36:16.366433,1,0,0,7,10.92,81264884,49,Self-Employed,Tier-3,Male,33370.69,22,MHF Loan,2.0,Busy,6,3.82,0
2024-12-17 08:49:43.402323,8,1,0,12,9.89,61604085,27,Salaried,Metro,Female,36621.28,15,MHF Loan,2.0,Not Answered,5,2.03,0
2024-06-29 18:52:57.502673,18,5,1,6,29.91,93323513,39,Salaried,Tier-3,Female,57028.83,6,MHF Loan,0.0,Answered,3,0.04,1
2024-09-08 02:10:31.899138,2,6,1,9,3.81,92799226,47,Salaried,Tier-2,Female,24743.39,5,MHF Loan,2.0,Answered,1,,1
2024-06-09 01:46:22.283371,1,6,1,6,151.24,38797566,31,Self-Employed,Tier-2,,67304.53,1,MHF Loan,1.0,Answered,3,,1
2024-06-26 17:47:43.432310,17,2,0,6,25.4,68157695,37,Salaried,Metro,Male,59070.58,13,MHF Loan,1.0,Answered,3,0.03,1
2024-08-23 21:34:31.531880,21,4,0,8,31.85,47972607,32,Self-Employed,Metro,Female,59440.25,14,MHF Loan,2.0,Not Answered,3,4.57,0
2024-06-09 03:52:50.104644,3,6,1,6,11.62,74711300,58,Salaried,Tier-3,Male,42869.11,18,MHF Loan,2.0,Answered,5,0.03,1
2024-07-24 22:39:20.314403,22,2,0,7,319.36,96207117,22,Salaried,Tier-3,Male,71127.4,15,MHF Loan,0.0,Not Answered,5,2.58,0
2024-06-05 17:39:53.837148,17,2,0,6,64.07,19398929,30,Student,Metro,Male,61653.91,4,MHF Loan,1.0,Answered,5,0.02,1
2024-12-13 09:50:21.915257,9,4,0,12,27.96,42205460,55,Salaried,Tier-2,Female,53775.52,9,MHF Loan,0.0,Answered,5,0.0,1
2024-12-19 23:04:41.723334,23,3,0,12,65.13,83099926,22,Retired,Metro,Female,66912.35,4,MHF Loan,2.0,Answered,2,0.03,1
2024-05-04 03:10:30.120290,3,5,1,5,22.26,35127578,36,Student,Tier-2,Female,45571.8,11,MHF Loan,1.0,Answered,4,0.04,1
2024-07-14 12:14:22.078670,12,6,1,7,24.38,90439963,29,Salaried,Metro,Male,64065.5,3,MHF Loan,1.0,Answered,2,0.03,1
2024-12-08 02:55:43.517821,2,6,1,12,140.0,88867099,18,Salaried,Metro,Female,27212.67,0,MHF Loan,2.0,Answered,4,0.01,1
2024-05-03 11:16:49.853772,11,4,0,5,,53477661,52,Salaried,Tier-2,Female,53133.75,14,MHF Loan,0.0,Answered,3,0.0,1
2024-07-26 05:01:48.881116,5,4,0,7,35.81,57671965,39,Salaried,Tier-3,Male,34365.89,14,MHF Loan,2.0,Not Answered,3,1.05,0
2024-04-25 03:24:32.501492,3,3,0,4,35.79,55050525,43,Self-Employed,Tier-2,Female,59650.8,9,MHF Loan,2.0,Not Answered,2,11.53,0
2024-11-17 15:16:46.706042,15,6,1,11,10.78,66847006,37,Salaried,Tier-2,Female,24641.2,3,MHF Loan,0.0,Answered,2,0.01,1
2024-03-01 20:59:13.361247,20,4,0,3,14.53,56099102,27,Salaried,Tier-3,Female,60535.25,0,MHF Loan,2.0,Not Answered,3,1.05,0
2024-08-19 23:15:40.765061,23,0,0,8,4.54,30671130,26,Homemaker,Metro,Female,33159.71,0,MHF Loan,0.0,Not Answered,7,5.22,0
2024-08-09 07:22:24.566707,7,4,0,8,63.84,18088220,18,Unemployed,Tier-3,Female,36965.46,12,MHF Loan,1.0,Answered,0,0.03,1
2024-12-03 13:03:24.067905,13,1,0,12,1.33,57671977,26,Retired,Tier-2,Male,54092.58,16,MHF Loan,0.0,Answered,7,0.02,1
2024-11-27 19:25:57.327537,19,2,0,11,58.61,73662764,36,Unemployed,Tier-3,Female,64329.01,4,MHF Loan,0.0,Answered,1,0.01,1
2024-11-30 23:31:15.959212,23,5,1,11,1.35,97255731,30,Salaried,Metro,Male,28836.31,8,MHF Loan,1.0,Voicemail,2,4.54,0
2024-05-13 00:29:51.498293,0,0,0,5,11.9,97780020,26,Salaried,Tier-2,Other,62350.82,13,MHF Loan,0.0,Busy,4,3.44,0
2024-05-14 11:15:22.486218,11,1,0,5,80.94,31457589,28,,Tier-2,Female,66546.91,5,MHF Loan,0.0,Answered,3,0.0,1
2024-01-17 19:57:58.236609,19,2,0,1,20.82,99615031,66,Unemployed,Tier-2,Other,84954.83,8,MHF Loan,2.0,Answered,6,0.04,1
2024-10-08 11:33:27.610341,11,1,0,10,54.83,74973497,37,Salaried,Metro,Female,39916.06,5,MHF Loan,1.0,Not Answered,5,,0
2024-04-23 14:16:06.621888,14,1,0,4,54.12,50594111,20,Salaried,Tier-2,Male,26884.44,2,MHF Loan,0.0,Answered,2,0.04,1
2024-03-04 14:37:08.167407,14,0,0,3,1.16,52691275,55,Salaried,Tier-2,Female,83681.25,10,MHF Loan,0.0,Answered,2,0.02,1
2024-11-06 11:20:01.676314,11,2,0,11,34.48,83362124,54,Salaried,Metro,Male,26780.82,1,MHF Loan,0.0,Answered,3,0.02,1
2024-11-13 22:37:29.402559,22,2,0,11,67.21,88867149,34,Self-Employed,Tier-2,Female,68216.78,19,MHF Loan,1.0,Not Answered,3,,0
2024-01-17 18:03:31.271433,18,2,0,1,29.31,18350413,18,Homemaker,Tier-3,Male,55306.66,2,MHF Loan,1.0,Answered,4,0.03,1
2024-09-07 20:51:25.794754,20,5,1,9,16.65,38011211,40,Unemployed,Metro,Male,27413.48,15,MHF Loan,0.0,Answered,1,0.04,1
2024-09-24 00:44:18.479253,0,1,0,9,3.42,92537169,32,Homemaker,Tier-2,Male,64458.38,12,MHF Loan,0.0,Not Answered,2,3.58,0
2024-08-29 06:33:43.569827,6,3,0,8,28.29,54788435,26,Retired,Tier-3,Other,38346.1,1,MHF Loan,0.0,Answered,1,0.02,1
2024-05-27 12:06:55.352177,12,0,0,5,1.03,82051411,57,Salaried,Tier-3,Male,43429.75,28,MHF Loan,1.0,Answered,3,0.01,1
2024-12-26 21:19:33.545017,21,3,0,12,163.94,99352918,25,Self-Employed,Tier-3,Other,42660.85,1,MHF Loan,0.0,Answered,3,0.01,1
2024-08-15 14:11:26.142295,14,3,0,8,3.84,83362134,18,Salaried,Metro,Male,69354.66,12,MHF Loan,0.0,Answered,1,,1
2024-02-03 06:12:37.818307,6,5,1,2,72.82,46399833,50,Student,Tier-2,Female,93997.91,1,MHF Loan,0.0,Answered,0,,1
2024-01-06 00:52:57.929799,0,5,1,1,91.77,40370526,42,Self-Employed,Metro,Female,29542.09,18,MHF Loan,1.0,Voicemail,5,22.3,0
2024-11-10 12:16:47.273413,12,6,1,11,52.22,89129314,36,Self-Employed,Tier-2,Male,44183.62,22,MHF Loan,1.0,Answered,4,0.01,1
2024-07-02 18:36:49.938304,18,1,0,7,40.84,20971885,40,Salaried,Metro,Female,71082.72,1,MHF Loan,1.0,Not Answered,1,0.36,0
2024-11-18 14:12:35.983091,14,0,0,11,0.14,23069038,36,Self-Employed,Metro,Male,57236.74,4,MHF Loan,1.0,Answered,3,0.0,1
2024-03-21 16:45:23.440818,16,3,0,3,,30671216,42,,Tier-2,Male,33295.55,12,MHF Loan,0.0,Answered,2,,1
2024-04-23 19:39:46.471549,19,1,0,4,110.98,23593329,33,Unemployed,Tier-2,Male,75830.21,3,MHF Loan,0.0,Voicemail,4,4.86,0
2024-02-26 05:49:07.501099,5,0,0,2,62.04,39584114,64,Salaried,Tier-2,Male,59373.28,10,MHF Loan,0.0,Answered,2,0.04,1
2024-02-25 17:11:52.193530,17,6,1,2,7.35,77332851,40,Salaried,Metro,Female,55844.79,11,MHF Loan,2.0,Answered,5,0.0,1
2024-04-23 09:30:20.931699,9,1,0,4,91.41,20447602,25,Unemployed,Metro,Male,66646.54,11,MHF Loan,1.0,Answered,2,0.01,1
2024-06-01 14:43:25.010817,14,5,1,6,2.25,78643578,44,Self-Employed,Metro,Male,50290.47,5,MHF Loan,2.0,Answered,1,0.04,1
2024-04-10 17:23:34.396909,17,2,0,4,28.71,36438396,46,Salaried,Tier-3,Male,72561.56,16,MHF Loan,0.0,Answered,4,0.02,1
2024-07-23 09:48:55.214106,9,1,0,7,84.04,33554816,48,Student,Tier-2,Female,36152.79,0,MHF Loan,2.0,Answered,0,0.04,1
2024-04-04 09:31:08.914353,9,3,0,4,55.6,63701380,28,Salaried,Tier-3,Female,41337.87,7,MHF Loan,0.0,Answered,4,,1
2024-07-23 22:32:12.582448,22,1,0,7,15.2,99877255,36,Self-Employed,Tier-2,Female,63223.98,0,MHF Loan,0.0,Not Answered,4,1.35,0
2024-04-17 03:08:58.378739,3,2,0,4,27.26,65798535,38,Self-Employed,Tier-2,Male,69477.21,5,MHF Loan,0.0,Busy,2,15.45,0
2024-08-29 06:55:23.073747,6,3,0,8,7.08,69730696,43,Salaried,Tier-2,Female,78120.93,11,MHF Loan,1.0,Busy,3,,0
2024-09-27 02:31:23.371862,2,4,0,9,94.21,26476936,61,Self-Employed,Metro,Male,80436.13,7,MHF Loan,1.0,Answered,1,0.03,1
2024-12-14 07:39:00.701650,7,5,1,12,17.54,83886475,55,Salaried,Tier-3,Male,53583.23,3,MHF Loan,1.0,Answered,2,0.02,1
2024-05-23 10:44:01.499071,10,3,0,5,34.38,97255826,22,Retired,Metro,Male,48434.58,12,MHF Loan,2.0,Answered,1,0.03,1
2024-04-08 20:08:28.995789,20,0,0,4,7.87,98042269,25,Retired,Tier-2,Female,56684.97,16,MHF Loan,0.0,Answered,4,0.04,1
2024-02-07 01:51:54.908882,1,2,0,2,11.13,29622687,29,,Metro,Male,52218.8,3,MHF Loan,0.0,Voicemail,3,15.95,0
2024-04-27 13:56:48.567779,13,5,1,4,101.17,38797730,44,,Tier-2,Male,44836.44,26,MHF Loan,0.0,Answered,3,0.0,1
2024-06-11 19:11:12.918742,19,1,0,6,46.94,86770085,43,Unemployed,Tier-2,Male,73497.65,18,MHF Loan,2.0,Not Answered,6,2.32,0
2024-04-23 06:04:41.945192,6,1,0,4,6.66,49807781,41,Salaried,Tier-3,Female,63962.72,5,MHF Loan,1.0,Not Answered,2,0.98,0
2024-08-14 15:04:23.923870,15,2,0,8,183.12,55574952,41,Student,Tier-2,Female,70888.71,3,MHF Loan,1.0,Answered,3,,1
2024-07-17 04:57:57.328631,4,2,0,7,47.4,11534764,34,Self-Employed,Tier-3,Other,77581.6,4,MHF Loan,2.0,Not Answered,3,6.42,0
2024-10-14 11:43:35.596026,11,0,0,10,10.72,16515501,48,Salaried,Tier-3,Male,38030.19,5,MHF Loan,1.0,Answered,3,0.04,1
2024-08-25 22:16:08.499323,22,6,1,8,4.87,63963571,53,Self-Employed,Metro,Female,64838.55,0,MHF Loan,0.0,Answered,1,0.04,1
2024-05-03 15:16:11.505396,15,4,0,5,16.42,91488697,41,Salaried,Tier-2,Female,52359.7,18,MHF Loan,0.0,Answered,5,0.04,1
2024-12-22 11:49:54.024312,11,6,1,12,85.04,96469440,47,Salaried,Metro,Female,45507.49,16,MHF Loan,1.0,,7,0.04,1
2024-12-25 19:03:34.330848,19,2,0,12,1.94,87294401,28,Retired,Tier-3,Female,88057.37,8,MHF Loan,,Answered,2,0.0,1
2024-01-11 15:19:32.659076,15,3,0,1,12.03,53477826,33,Retired,Tier-2,Female,65704.34,6,MHF Loan,1.0,Answered,3,0.03,1
2024-06-17 15:34:46.955324,15,0,0,6,23.65,20709828,34,Retired,Tier-2,Female,62216.06,0,MHF Loan,0.0,Not Answered,3,42.78,0
2024-09-21 16:02:32.579980,16,5,1,9,18.58,15729095,45,Salaried,Metro,Male,47385.88,3,MHF Loan,2.0,Answered,1,0.04,1
2024-05-07 15:51:35.941838,15,1,0,5,24.29,13369800,46,Salaried,Tier-2,,27554.77,33,MHF Loan,2.0,Not Answered,7,3.2,0
2024-11-24 15:19:27.319947,15,6,1,11,141.87,10486221,31,Salaried,Tier-2,Male,56300.03,6,MHF Loan,0.0,Answered,1,0.03,1
2024-03-01 10:24:38.073128,10,4,0,3,56.72,65536464,41,Retired,Metro,Male,50922.53,21,MHF Loan,0.0,Answered,4,,1
